entity_1,entity_2,relation_type,frequency
Dodd-Frank Wall Street Reform and Consumer Protection Act,Fair Isaac Corporation,regulates,2
Fair Credit Reporting Act,Fair Isaac Corporation,regulates,2
India,Pakistan,opposes,2
inflation,Fair Isaac Corporation,threatens,2
interest rates,Fair Isaac Corporation,influences,2
Foreign Corrupt Practices Act,Fair Isaac Corporation,regulates,2
UK Bribery Act 2010,Fair Isaac Corporation,regulates,2
Sarbanes-Oxley Act,Fair Isaac Corporation,regulates,2
the California Consumer Privacy Act,California Consumer Privacy Act,controls,2
Pillar Two,Skyworks Solutions,regulates,2
CHIPS and Science Act,Skyworks Solutions,funds,2
Singapore,Skyworks Solutions,regulates,2
the U.S. Department of Commerce,Qualcomm,regulates,2
Chinese government,Chinese OEMs,influences,2
Chinese OEMs,Qualcomm,competes_with,2
Qualcomm,China,depends_on,2
tariffs,Qualcomm,threatens,2
Qualcomm,third-party suppliers,depends_on,2
Qualcomm,5G,develops,2
Qualcomm,IoT,operates_in,2
Qualcomm,AI,develops,2
climate change,Qualcomm,threatens,2
cyberattacks,Qualcomm,threatens,2
antitrust laws,Qualcomm,regulates,2
environmental laws,Qualcomm,regulates,2
Qualcomm,patent portfolio,controls,2
trade protection policies,Qualcomm,threatens,2
national security policies,Qualcomm,threatens,2
tariffs,Jabil,threatens,2
Jabil,China,operates_in,2
Russia,palladium,supplies,2
Russia,neon gas,supplies,2
Food and Drug Administration,Jabil,regulates,2
Quality System Regulation,Jabil,regulates,2
European Union,Jabil,regulates,2
National Medical Products Administration,Jabil,regulates,2
OECD,global minimum corporate tax,develops,2
FCPA,Jabil,regulates,2
environmental regulations,Jabil,regulates,2
cloud service providers,Jabil,influences,2
United States,aluminum,regulates,2
FASB,Jabil,regulates,2
Securities and Exchange Commission,Jabil,regulates,2
EU AI Act,Accenture,regulates,2
Accenture,India,operates_in,2
Accenture,Philippines,operates_in,2
Indian rupee,Accenture,influences,2
Philippine peso,Accenture,influences,2
GDPR,Accenture,regulates,2
ransomware,Accenture,threatens,2
Defense Contract Audit Agency,Accenture,regulates,2
Foreign Corrupt Practices Act,Accenture,regulates,2
Federal Acquisition Regulation,Accenture,regulates,2
Sanctions,Russia,regulates,2
Pillar Two,Accenture,regulates,2
Ireland,Pillar Two,regulates,2
G7,Pillar Two,influences,2
European Union,Accenture,regulates,2
climate change,Accenture,threatens,2
Securities and Exchange Commission,Accenture,regulates,2
Samsung Electronics,Micron Technology,competes_with,2
SK hynix,Micron Technology,competes_with,2
Kioxia Holdings Corporation,Micron Technology,competes_with,2
ChangXin Memory Technologies,Micron Technology,competes_with,2
Yangtze Memory Technologies,Micron Technology,competes_with,2
China,ChangXin Memory Technologies,funds,2
China,Yangtze Memory Technologies,funds,2
the Bureau of Industry and Security,Micron Technology,regulates,2
Office of Foreign Assets Control,Micron Technology,regulates,2
European Union,Micron Technology,regulates,2
Micron Technology,DRAM,produces,2
Micron Technology,NAND,produces,2
Micron Technology,EUV lithography,develops,2
Micron Technology,3D memory,develops,2
the U.S. Department of Commerce,Micron Technology,funds,2
CHIPS Act,Micron Technology,funds,2
China,rare earth elements,controls,2
Micron Technology,rare earth elements,depends_on,2
Micron Technology,silicon wafers,depends_on,2
climate change,Micron Technology,threatens,2
Foreign Corrupt Practices Act,Micron Technology,regulates,2
Micron Technology,Singapore,operates_in,2
Micron Technology,Japan,operates_in,2
Micron Technology,Malaysia,operates_in,2
Micron Technology,India,operates_in,2
Cisco,Splunk,controls,2
Cisco,contract manufacturers,depends_on,2
Cisco,component suppliers,depends_on,2
Cisco,channel partners,depends_on,2
Cisco,artificial intelligence,develops,2
Cisco,cybersecurity,develops,2
Cisco,cloud computing,develops,2
tariffs,Cisco,threatens,2
inflation,Cisco,threatens,2
economic sanctions,Cisco,threatens,2
OECD,Cisco,regulates,2
white box hardware,Cisco,competes_with,2
climate change,Cisco,threatens,2
Asian,Cisco,competes_with,2
Palo Alto Networks,Israel,operates_in,2
Israel conflict,Palo Alto Networks,threatens,2
cyberattacks,Palo Alto Networks,threatens,2
inflation,Palo Alto Networks,threatens,2
interest rates,Palo Alto Networks,threatens,2
export controls,Palo Alto Networks,regulates,2
AI regulation,Palo Alto Networks,regulates,2
ransomware,Palo Alto Networks,threatens,2
Foreign Currency Translation,Palo Alto Networks,threatens,2
Nasdaq,Supermicro,regulates,2
Supermicro,Ablecom,depends_on,2
Supermicro,Compuware,depends_on,2
Charles Liang,Supermicro,controls,2
Steve Liang,Ablecom,controls,2
Bill Liang,Compuware,controls,2
Supermicro,Russia,opposes,2
Supermicro,Belarus,opposes,2
Supermicro,GPUs,depends_on,2
Supermicro,CPUs,depends_on,2
Supermicro,memory,depends_on,2
Supermicro,SSDs,depends_on,2
Supermicro,Taiwan,operates_in,2
Supermicro,Malaysia,operates_in,2
Supermicro,Netherlands,operates_in,2
Sarbanes-Oxley Act,Supermicro,regulates,2
Foreign Corrupt Practices Act,Supermicro,regulates,2
United States,semiconductors,regulates,2
tariffs,Western Digital,threatens,2
China,Western Digital,influences,2
geopolitical tensions,Western Digital,threatens,2
Western Digital,suppliers,depends_on,2
export controls,Western Digital,regulates,2
Foreign Corrupt Practices Act,Western Digital,regulates,2
United Kingdom Bribery Act 2010,Western Digital,regulates,2
climate change,Western Digital,threatens,2
ransomware,Western Digital,threatens,2
flash memory,HDD,competes_with,2
competitors,Western Digital,competes_with,2
terrorism,Western Digital,threatens,2
Internal Revenue Service,Western Digital,regulates,2
environmental regulations,Western Digital,regulates,2
Responsible Business Alliance,Western Digital,regulates,2
patent laws,Western Digital,regulates,2
antitrust laws,Western Digital,regulates,2
competitors,Intellectual Property,threatens,2
Western Digital,Asian,operates_in,2
Western Digital,OEM customers,depends_on,2
2022 BIS Rules,KLA Corporation,regulates,2
2023 BIS Rules,KLA Corporation,regulates,2
U.S. Entity List,Huawei,regulates,2
KLA Corporation,China,depends_on,2
KLA Corporation,Israel,operates_in,2
KLA Corporation,Singapore,operates_in,2
KLA Corporation,Germany,operates_in,2
KLA Corporation,United Kingdom,operates_in,2
KLA Corporation,Italy,operates_in,2
ransomware,KLA Corporation,threatens,2
COVID-19,KLA Corporation,disrupts,2
climate change,KLA Corporation,threatens,2
Tax Cuts and Jobs Act,KLA Corporation,regulates,2
the Inflation Reduction Act,KLA Corporation,regulates,2
Pillar Two,KLA Corporation,regulates,2
NASDAQ,KLA Corporation,regulates,2
KLA Corporation,semiconductor industry,operates_in,2
Securities and Exchange Commission,Broadridge Financial Solutions,regulates,2
FINRA,Broadridge Financial Solutions,regulates,2
DOL,Broadridge Financial Solutions,regulates,2
FFIEC,Broadridge Financial Solutions,regulates,2
GLBA,Broadridge Financial Solutions,regulates,2
HIPAA,Broadridge Financial Solutions,regulates,2
CPRA,Broadridge Financial Solutions,regulates,2
GDPR,Broadridge Financial Solutions,regulates,2
PCI DSS,Broadridge Financial Solutions,regulates,2
Medicare,Broadridge Financial Solutions,regulates,2
Medicaid,Broadridge Financial Solutions,regulates,2
Broadridge Financial Solutions,United States Postal Service,depends_on,2
Broadridge Financial Solutions,United Parcel Service,depends_on,2
Broadridge Financial Solutions,securities markets,depends_on,2
Broadridge Financial Solutions,financial institutions,supplies,2
Broadridge Financial Solutions,mutual funds,supplies,2
Broadridge Financial Solutions,healthcare companies,supplies,2
ransomware,Broadridge Financial Solutions,threatens,2
COVID-19 pandemic,Broadridge Financial Solutions,disrupts,2
climate change,Broadridge Financial Solutions,threatens,2
fintech start-ups,Broadridge Financial Solutions,competes_with,2
European Union,Broadridge Financial Solutions,regulates,2
Seagate Technology,Mozaic hard drive platform,develops,2
SSD,HDD,competes_with,2
Seagate Technology,hyperscale data center companies,depends_on,2
Seagate Technology,China,operates_in,2
Seagate Technology,Malaysia,operates_in,2
Seagate Technology,Northern Ireland,operates_in,2
Seagate Technology,Singapore,operates_in,2
Seagate Technology,Thailand,operates_in,2
Seagate Technology,rare earth elements,depends_on,2
Seagate Technology,Huawei,trades_with,2
the Export Administration Regulations,Seagate Technology,regulates,2
tariffs,Seagate Technology,threatens,2
Seagate Technology,Distribution,depends_on,2
Seagate Technology,retailers,depends_on,2
Seagate Technology,OEM customers,depends_on,2
climate change,Seagate Technology,threatens,2
Seagate Technology,NAND flash memory,depends_on,2
European Union,Seagate Technology,regulates,2
Seagate Technology,encryption technology,develops,2
Oracle Corporation,artificial intelligence,develops,2
Oracle Corporation,cloud computing,develops,2
GDPR,Oracle Corporation,regulates,2
European Union,Oracle Corporation,regulates,2
Federal Trade Commission,Oracle Corporation,regulates,2
United States,TikTok,regulates,2
Oracle Corporation,Oracle Financial Services Software Limited,controls,2
Oracle Corporation,Oracle Corporation Japan,controls,2
FedRAMP,Oracle Corporation,regulates,2
the U.S. Department of Defense,Oracle Corporation,regulates,2
OECD,Oracle Corporation,regulates,2
Oracle Corporation,data centers,depends_on,2
FCPA,Oracle Corporation,regulates,2
Board of Directors,NetApp,controls,2
Audit Committee,NetApp,controls,2
Global Security Steering Committee,Board of Directors,influences,2
Global Security Steering Committee,Audit Committee,influences,2
China,Microchip Technology,trades_with,2
IRS,Microchip Technology,regulates,2
Malaysian Inland Revenue Board,Microchip Technology,regulates,2
CHIPS Act,Microchip Technology,funds,2
inflation,Microchip Technology,threatens,2
wafer foundries,Microchip Technology,supplies,2
the Inflation Reduction Act,Microchip Technology,regulates,2
Microchip Technology,microcontrollers,produces,2
Microchip Technology,FPGA,produces,2
Microchip Technology,SuperFlash,develops,2
Take-Two Interactive,Sony,competes_with,2
Take-Two Interactive,Microsoft,competes_with,2
Take-Two Interactive,Tencent,competes_with,2
Take-Two Interactive,Nintendo,competes_with,2
Take-Two Interactive,Apple,competes_with,2
Take-Two Interactive,Google,competes_with,2
Take-Two Interactive,Sony,depends_on,2
Take-Two Interactive,Microsoft,depends_on,2
Take-Two Interactive,PlayStation,depends_on,2
Take-Two Interactive,Xbox,depends_on,2
Take-Two Interactive,Apple App Store,depends_on,2
Take-Two Interactive,Google Play Store,depends_on,2
Take-Two Interactive,Gearbox,controls,2
Take-Two Interactive,Rockstar Games,controls,2
Take-Two Interactive,2K Games,controls,2
Take-Two Interactive,artificial intelligence,develops,2
Take-Two Interactive,mobile gaming,operates_in,2
Take-Two Interactive,China,operates_in,2
AppTracking Transparency,Take-Two Interactive,regulates,2
Foreign Corrupt Practices Act,Take-Two Interactive,regulates,2
Russia-Ukraine war,Take-Two Interactive,disrupts,2
Israel-Hamas war,Take-Two Interactive,disrupts,2
Brexit,Take-Two Interactive,disrupts,2
China,Take-Two Interactive,regulates,2
Take-Two Interactive,Steam,depends_on,2
Take-Two Interactive,Epic,depends_on,2
Take-Two Interactive,Xbox Live,depends_on,2
Take-Two Interactive,PlayStation Network,depends_on,2
Take-Two Interactive,Facebook,depends_on,2
Take-Two Interactive,cloud-based game streaming,develops,2
Bitdefender,Gen Digital,competes_with,2
Kaspersky,Gen Digital,competes_with,2
McAfee,Gen Digital,competes_with,2
Trend Micro,Gen Digital,competes_with,2
Apple,Gen Digital,competes_with,2
Google,Gen Digital,competes_with,2
Microsoft,Gen Digital,competes_with,2
Nord,Gen Digital,competes_with,2
Life360,Gen Digital,competes_with,2
LastPass,Gen Digital,competes_with,2
Gen Digital,Avira,controls,2
Gen Digital,Avast,controls,2
the Consumer Financial Protection Bureau,Gen Digital,regulates,2
Competition and Markets Authority,Gen Digital,regulates,2
inflation,Gen Digital,threatens,2
interest rates,Gen Digital,threatens,2
ransomware,Gen Digital,threatens,2
Corporate Sustainability Reporting Directive,Gen Digital,regulates,2
Electronic Arts,Apple,depends_on,2
Electronic Arts,Google,depends_on,2
Electronic Arts,Disney,depends_on,2
Electronic Arts,Tencent Holdings Limited,depends_on,2
Electronic Arts,interactive entertainment industry,competes_with,2
ransomware,Electronic Arts,threatens,2
data privacy laws,Electronic Arts,regulates,2
consumer protection laws,Electronic Arts,regulates,2
intellectual property laws,Electronic Arts,regulates,2
European Union,Electronic Arts,regulates,2
climate change,Electronic Arts,threatens,2
pandemics,Electronic Arts,disrupts,2
Electronic Arts,entertainment industry,competes_with,2
Electronic Arts,virtual currency,develops,2
Electronic Arts,virtual items,develops,2
Trimble Inc.,United States,operates_in,2
tariffs,Trimble Inc.,threatens,2
Trimble Inc.,Transporeon,controls,2
Trimble Inc.,GNSS,depends_on,2
Trimble Inc.,GPS,depends_on,2
the U.S. Government,GPS,controls,2
Trimble Inc.,GLONASS,depends_on,2
Trimble Inc.,BeiDou,depends_on,2
Trimble Inc.,Galileo,depends_on,2
the Federal Communications Commission,Trimble Inc.,regulates,2
International Telecommunications Union,GNSS,regulates,2
Foreign Corrupt Practices Act,Trimble Inc.,regulates,2
U.K. Bribery Act,Trimble Inc.,regulates,2
California Consumer Privacy Act,Trimble Inc.,regulates,2
Russia-Ukraine conflict,cybersecurity,threatens,2
Trimble Inc.,construction sector,operates_in,2
Trimble Inc.,engineering sector,operates_in,2
Trimble Inc.,transportation sector,operates_in,2
Trimble Inc.,agriculture sector,operates_in,2
inflation,Trimble Inc.,threatens,2
recession,Trimble Inc.,threatens,2
trade sanctions,Trimble Inc.,threatens,2
Organization of Economic Cooperation and Development,Trimble Inc.,regulates,2
climate change,Trimble Inc.,threatens,2
Trimble Inc.,Europe,operates_in,2
Dell Technologies,China,operates_in,2
Dell Technologies,United States,operates_in,2
Dell Technologies,contract manufacturers,depends_on,2
Dell Technologies,cybersecurity,depends_on,2
Best Buy,Apple,depends_on,2
Best Buy,Samsung,depends_on,2
Best Buy,HP,depends_on,2
Best Buy,Sony,depends_on,2
Best Buy,LG,depends_on,2
climate change,Best Buy,threatens,2
Middle East,Red Sea,disrupts,2
HIPAA,Best Buy,regulates,2
Food and Drug Administration,Best Buy,regulates,2
ransomware,Best Buy,threatens,2
phishing,Best Buy,threatens,2
Best Buy,Canada,operates_in,2
Securities and Exchange Commission,Best Buy,regulates,2
New York Stock Exchange,Best Buy,regulates,2
the National Labor Relations Board,Best Buy,regulates,2
Oracle,"Workday, Inc.",competes_with,2
SAP,"Workday, Inc.",competes_with,2
"Anaplan, Inc.","Workday, Inc.",competes_with,2
ADP,"Workday, Inc.",competes_with,2
Coupa Software Inc.,"Workday, Inc.",competes_with,2
"Dayforce, Inc.","Workday, Inc.",competes_with,2
"Infor, Inc.","Workday, Inc.",competes_with,2
Microsoft Corporation,"Workday, Inc.",competes_with,2
UKG Inc.,"Workday, Inc.",competes_with,2
"Workday, Inc.",AWS,depends_on,2
GDPR,"Workday, Inc.",regulates,2
CCPA,"Workday, Inc.",regulates,2
CPRA,"Workday, Inc.",regulates,2
FedRAMP,"Workday, Inc.",regulates,2
EU-U.S. Data Privacy Framework,"Workday, Inc.",regulates,2
artificial intelligence,"Workday, Inc.",influences,2
generative AI,"Workday, Inc.",influences,2
Russia-Ukraine conflict,"Workday, Inc.",threatens,2
Russia,"Workday, Inc.",regulates,2
China,"Workday, Inc.",regulates,2
India,"Workday, Inc.",regulates,2
Federal Trade Commission,"Workday, Inc.",regulates,2
Securities and Exchange Commission,"Workday, Inc.",regulates,2
Aneel Bhusri,"Workday, Inc.",controls,2
Carl Eschenbach,"Workday, Inc.",controls,2
CrowdStrike,Amazon Web Services,depends_on,2
CrowdStrike,Falcon platform,develops,2
cyberattacks,CrowdStrike,threatens,2
nation-state actors,CrowdStrike,threatens,2
